,date,body,ngram
688,2016-04-19,이에 대해 관련부서에서는 그동안 가계부채가 안정적으로 관리되어 온 것은  정부를 비롯한 여러 당국에서 가계대출 증가에 따른 잠재위험을 인식하고 나름대  로의 적절한 대책을 강구해 온 데 따른 것으로 가계부채 문제는 우리 경제의 부  담요인으로 작용할 가능성이 높은 것으로 판단된다고 답변하였음,"가계/NNG;부채/NNG;안정/NNG,가계/NNG;대출/NNG;증가/NNG,잠재/NNG;위험/NNG"
689,2016-04-19,이에 동 위원은 금융기관이나 금융소비자 측면에서 가계부채 증가의 원인을    - 12 -  분석·평가하고 그 결과에 비추어 강조되어야 할 정책적 대응 부문이 어디에 있는  지 명확히 할 필요가 있다는 견해를 나타내었음,가계/NNG;부채/NNG;증가/NNG
690,2016-04-19,"이에 대해 관련부서에서는 금융기관의 경우 LTV·DTI 규제, 리스크 관리체계  등을 감안할 때 크게 우려할 상황은 아닌 것으로 보이지만, 금융소비자, 즉 차주  의 경우에는 예기치 않은 외부 충격이 발생하게 될 경우 채무상환능력이 떨어지  는 취약계층 등을 중심으로 대출이 부실화될 가능성을 배제하기 어려운 만큼 취  약계층에 대한 대책 마련이 긴요해 보인다고 답변하였음","부채/NNG;상환능력/NNG;떨어/VV,대출/NNG;부실/NNG"
692,2016-04-19,"다른 일부 위원은 장단기금리 역전현상이 경기침체에 선행하는 것으로 나타  난다는 일부 연구결과를 소개하면서, 최근 우리나라의 장단기금리 역전현상이 시  장수급, 외국인 투자동향 등 일시적이고 기술적인 요인에 주로 기인한 것으로 보  이지만, 앞으로의 경기나 인플레이션에 대한 신호를 내포하고 있을 가능성도 있  는 만큼 이에 대해 심도 있게 연구할 필요가 있다는 견해를 제시하였음",경기/NNG;침체/NNG
696,2016-04-19,"또한 동 위원은 대내외 부정적 충격이 발생할 경우 그 피해가 증폭되지 않고  통제될 수 있도록 경제 및 금융구조의 복원력을 강화할 필요가 있다고 언급한  후, 이러한 점에서 은행의 기능 강화를 계속 추구하는 것은 물론 금융스트레스  상황에서의 자본시장 기능 평가도 중요해 보인다고 언급하고, 금융기관의 레버리  지 파이낸싱(leverage financing)에 대한 위험노출도가 높아지고 있는 점 등을 감안  하여 국내 금융부문의 충격 흡수력이 국제금융시장 불안에 대응하여 제대로 발휘    - 13 -  되고 있는지에 대해 평가해 볼 필요가 있다는 의견을 나타내었음","국제/NNG;금융시장/NNG;불안/NNG,부정적/VAX;충격/NNG"
697,2016-04-19,이와 관련하여 관련부서에서는 위기시 부정적 영향을 최소화하기 위해서는  우선 금융시스템의 근간인 은행의 위기흡수 능력이나 복원력을 충분히 갖추어 나  가는 한편 다양한 경제주체들이 참여하고 있는 자본시장의 경우에도 위기를 확  산·증폭시키는 통로역할을 할 수 있다는 점에서 펀더멘털을 확충해 나갈 필요가  있다고 답변하였음,위기/NNG;부정적/VAX
699,2016-04-19,"한편 일부 위원은 미 연준의 금리인상에도 불구하고 주요국 수익률곡선(yield  curve)이 평탄화되면서 기간프리미엄(term premium)이 과도하게 축소되고 있다고  언급하면서, 최근 우리나라의 수익률곡선 평탄화 현상이 경제 펀더멘털이나 예상  물가경로 등을 반영한 결과로 보는지, 아니면 이러한 주요국 금리 움직임에 동조  화되어 나타난 것인지 관련부서의 견해를 물었으며,  이에 대해 관련부서에서는 우리나라의 국고채 수익률곡선 평탄화는 대외요인  뿐만 아니라 경기나 인플레이션에 대한 기대 등이 복합적으로 영향을 미친 데 따  른 것으로 보인다고 답변하였음","일드커브/NNG;수익률/NNG;플래트닝/NNG,국고채/NNG;일드커브/NNG;플래트닝/NNG,fed/NNG;금리/NNG;인상/NNG"
700,2016-04-19,"이에 동 위원은 통화정책의 중장기금리에 대한 영향력이 약화되고 있다는 점  등을 감안하여 장단기금리차, 수익률곡선내 기간별 결정원인 등에 대해 좀 더 심  도 있게 연구해 줄 것을 당부하였음",금리/NNG;영향/NNG;약화/NNG
701,2016-04-19,"이어서 동 위원은 금융기관 대출행태 서베이 결과를 보면 금년 2/4분기중 금  융기관의 대출심사가 강화될 것으로 나타났으며 이는 금융기관들이 앞으로 차주  의 신용위험이 높아질 것으로 전망하고 있다는 것을 의미한다면서, 특히 가계 신    - 14 -  용위험지수를 보면 2012년 이후 가장 높은 것으로 조사되었는데, 이러한 움직임","대출심사/NNG;강화/NNG,차주/NNG;신용위험/NNG,신용위험/NNG;높/VA"
702,2016-04-19,"이 과거와 같이 부동산 경기둔화 전망에 따른 담보가치 하락 가능성 등을 반영한  것은 아닌지 관련부서에 물었으며,  이에 대해 관련부서에서는 가계 신용위험이 높아질 것으로 예상되고 있는 것  은 최근 가계대출 증가에 따른 차주의 원리금 상환부담 등이 반영된 결과로 이해  하고 있으며, 부동산 경기 일부조정 전망에 따른 담보가치 하락 우려에 기인한  부분도 있겠지만, 현재 주택시장이 실수요 위주로 재편되고 있다는 점에서 과거  주택시장 가수요 편입 및 뒤이은 주택경기 부진 등으로 가계대출의 담보위험이  우려되었던 것과는 차이가 있어 보인다고 답변하였음","부동산/NNG;경기/NNG;둔화/NNG,원리금/NNG;상환/NNG;부담/NNG,담보/NNG;가격/NNG;하락/NNG,가계/NNG;신용위험/NNG;높/VA,가계/NNG;대출/NNG;증가/NNG,가격/NNG;하락/NNG;우려/NNG,주택/NNG;경기/NNG;부진/NNG,위험/NNG;우려/NNG"
703,2016-04-19,"다음으로 동 위원은 그동안 가계부채 위험이 현재화되지 않았던 것은 저금리  기조가 지속된 데 따른 것으로 만일 금리가 상승하는 상황이 되면 이와 관련한  위험이 가시화될 가능성도 배제할 수 없다고 언급한 후, 가계부채의 부실화 가능  성에는 주택가격의 향방도 큰 영향을 미칠 수 있다면서 LTV 60% 초과 주택담보  대출 비중이 높은 데다 주택시장이 수도권, 비수도권 모두 이미 둔화 진입기에  접어들었다는 분석도 있다고 지적하면서 앞으로의 주택경기 전망에 대해 물었으  며,  이에 대해 관련부서에서는 연구기관이나 부동산시장 전문가 등은 앞으로 주  택가격이 하락하기보다는 상승세가 다소 둔화될 것으로 예측하고 있으며, 주택경  기의 정확한 흐름은 계절적 요인 등을 감안하여 좀 더 시간을 두고 지켜볼 필요  가 있다고 답변하였음","부동산/NNG;주택가격/NNG;하락/NNG,가계/NNG;부채/NNG;위험/NNG,만일/NNG;금리/NNG;상승/NNG,가계/NNG;부채/NNG;부실/NNG"
704,2016-04-19,"이에 동 위원은 앞으로 경기회복 지연, 주택경기 둔화 전망 등으로 대출수요  가 점차 약화되고 공급측면에서도 은행의 리스크 관리가 강화되면서 가계대출 증  가세가 일반주택담보대출을 중심으로 둔화될 것으로 보는 견해도 있다면서, 최근  의 집단대출 증가가 지난해 대규모 분양에 따른 지연효과 등에 기인한 것인 만큼  가계신용 사이클을 점검할 때에는 이를 제외하여 살펴볼 필요가 있다고 언급하  고, 앞으로 가계신용과 주택경기 간의 피드백(feedback) 관계에 중점을 두어 연구  해 달라고 당부하였음","은행/NNG;위험관리/NNG;강화/NNG,경기/NNG;회복/NNG;지연/NNG,주택/NNG;경기/NNG;둔화/NNG,가계/NNG;대출/NNG;증가/NNG,집단/NNG;대출/NNG;증가/NNG,지연/NNG;효과/NNG"
707,2016-04-19,"이와 관련하여 일부 위원은 가계부채 문제에 대해 경계감을 가지고 대응해  나갈 필요가 있다고 언급하면서도, 그동안 정책결정시 가계부채 문제에 대한 고  려 정도가 외부에 지나치게 높게 비춰진 측면이 있으며, 일관성 있는 정책을 유  지하기 위해서는 가계부채 문제의 원인에 대한 명확한 인식이 중요한데 2000년대  이후 주택구입시 담보대출을 활용하는 행태가 계속되고 있는 점 등을 감안하여  가계부채 문제를 좀 더 종합적인 시각에서 분석해 볼 필요가 있다는 의견을 개진  하였으며,  다른 일부 위원은 가계부채가 증가하면 가계자산도 함께 늘어나는 점 등을  감안하여 균형된 시각에서 가계부채 문제를 바라볼 필요가 있다는 견해를 나타내  었음",가계/NNG;부채/NNG;증가/NNG
708,2016-04-19,"한편 앞서 금융기관 대출행태 서베이 결과에 대해 물었던 위원은 지난 3월  구조조정 대상기업 및 참여 채권자의 범위를 확대하는 내용의 기업구조조정촉진  법이 개정·시행되었는데, 이를 두고 일각에서는 지금까지 미진했던 채권은행 중  심의 한계기업 구조조정이 탄력을 받을 것이라는 견해가 있는가 하면, 부실기업  여신이 일부 국책은행에 집중되어 있는 상황에서 이들 은행의 취약한 자본여력  등을 감안할 때 구조조정 추진이 쉽지는 않을 수 있다는 시각도 있다면서 이에  대한 관련부서의 견해를 물었으며,  이와 관련하여 관련부서에서는 부실기업이 지난해에 이어 강도 높은 자구노  력을 지속하고 있고, 채권은행도 부실기업에 대한 신용평가 등을 강화하고 있으  며, 정부 역시 기업 구조조정을 차질 없이 추진하겠다는 의지를 표명하고 있는  점 등을 감안할 필요가 있다고 답변하였음","신용평가/NNG;강화/NNG,구조조정/NNG;차질/NNG"
709,2016-04-19,"아울러 동 위원은 최근 구조조정 관련 신용경계감 등으로 비우량 회사채시장  이 위축되고 있으며 은행 예대금리차도 3개월 연속 확대되고 있다고 언급하고,  이러한 점을 감안할 때 금융중개기능이 일부 위축되고 있는 것은 아닌지 관련부  서의 견해를 물었으며,  이에 대해 관련부서에서는 구조조정에 따른 신용경계감 확대 등으로 회사채  시장에서 양극화 현상이 나타나고는 있지만, 신용공급증가율 측면에서는 전반적  으로 금융중개기능이 양호한 것으로 보이는 데다 최근 비우량 회사채에 대한 선  별적 투자수요도 일부 되살아나고 있어 아직까지 금융중개기능 위축을 크게 우려  할 단계는 아닌 것으로 판단된다고 답변하였음","회사채/NNG;시장/NNG;위축/NNG,투자/NNG;수요/NNG;살/VV,금융중개기능/NNG;위축/NNG,우려/NNG;아니/VCN"
710,2016-04-19,"다음으로 동 위원은 그동안 스트레스 테스트(stress test)를 통해 한계기업의  부실화가 은행 자본에 미치는 영향 등을 점검해 왔는데 역(reverse)으로 현재의    - 16 -  국내은행 자본력으로 감내 가능한 한계기업 부실규모에 대해서도 시뮬레이션  (simulation)할 필요가 있다고 언급하고, 최근 무디스(Moody’s)가 기업 구조조정관  련 부실채권 문제 등을 이유로 일부 국내은행의 신용등급 전망을 하향조정한 만  큼 금융시스템에 미치는 영향을 최소화하면서도 구조조정을 원활히 추진할 수 있  는 범위를 추정해 보고 그 결과에 대해 정책당국과 심도 있게 논의할 필요가 있  다는 견해를 나타내었음","신용등급/NNG;전망/NNG;하향/NNG,한계기업/NNG;부실/NNG"
711,2016-04-19,"이에 대해 관련부서에서는 국내은행 자본력으로 감내할 수 있는 한계기업 부  실규모는 개략적으로 실제 자본비율과 감독규정상 최소기준 간의 갭(gap) 등을  활용하여 추정할 수 있겠으며, 보다 정확한 규모 파악을 위해서는 은행별 익스포  저(exposure), 자산건전성 분류정보 등 미시적 데이터를 기반으로 리버스 스트레  스 테스트를 실시해 봐야 할 것으로 보인다고 답변하였음",한계기업/NNG;부실/NNG
714,2016-04-19,"끝으로 다른 일부 위원은 그동안 우리 금융·경제의 리스크 요인으로 지목되어  왔던 가계부채에 대한 관심이 최근에는 다소 줄어든 것 같다고 평가하면서, 이는  주택시장 조정, 은행 대출태도 강화, 여신심사 선진화 가이드라인 시행 등으로 주  택담보대출 증가세가 부분적으로 둔화되고 있는 데에 상당한 원인이 있겠지만,  다른 한편으로는 연초 이래 중국증시 불안, 국제유가 하락, 일본 네거티브 정책금  리 도입, 북한 문제 등이 연이어 부각되면서 가계부채 문제가 잠시 가려진 탓에  따른 것일 수도 있다는 견해를 나타내고, 첫째, 최근 가계대출이 집단대출을 중심  으로 예년보다 높은 증가세를 지속하고 있으며 특히 3월 기준으로는 사상 최대치  증가를 기록하였다는 점, 둘째, 주택담보대출금리가 하락하고 5월부터는 은행의  안심전환대출관련 MBS 매각이 가능해지면서 주택담보대출의 증가요인으로 작용  할 수 있다는 점, 셋째, 4월말 출시예정인 내집연금 3종세트 등도 가계부채 총량  을 늘리는 요인이 될 수 있다는 점 등을 들어 앞으로도 가계부채 문제에 대한 경  계심을 늦추어서는 안 될 것이라고 당부하였음","불안/NNG;국제/NNG;유가/NNG;하락/NNG,가계/NNG;부채/NNG;총량/NNG;늘/VV,주택담보대출/NNG;증가/NNG;둔화/NNG,주택담보대출/NNG;금리/NNG;하락/NNG,은행/NNG;대출태도/NNG;강화/NNG,유가/NNG;하락/NNG;부정적/VAX,최대/NNG;증가/NNG,높/VA;증가/NNG"
